iter	Logloss
234	0.2997604673
235	0.2990879134
236	0.2987095776
237	0.2979475027
238	0.2974398346
239	0.2969431026
240	0.2965810846
241	0.2961649692
242	0.2956886832
243	0.2950571941
244	0.294624696
245	0.2941761827
246	0.2937035061
247	0.2931818543
248	0.292777129
249	0.2923097692
250	0.2917713673
251	0.29129694
252	0.2910148469
253	0.2906478147
254	0.290299629
255	0.289978157
256	0.2895423089
257	0.2889921712
258	0.2885862788
259	0.2883450776
260	0.2879355541
261	0.2874596355
262	0.2872119071
263	0.2865639705
264	0.2861769463
265	0.2858133289
266	0.2855685831
267	0.2852407569
268	0.2849410492
269	0.2845354377
270	0.2840556504
271	0.2837708773
272	0.2834163158
273	0.2830048904
274	0.2825641578
275	0.2820260586
276	0.2816896952
277	0.2811809032
278	0.2807621942
279	0.2804768376
280	0.2801199851
281	0.279788744
282	0.2793465849
283	0.2788878703
284	0.2786161947
285	0.2783369977
286	0.2778236886
287	0.2776289554
288	0.2772672183
289	0.2768267234
290	0.2764286765
291	0.2759983398
292	0.2757212177
293	0.2753327886
294	0.2749650863
295	0.2747050169
296	0.2744117283
297	0.2740240124
298	0.2736377662
299	0.2734114995
300	0.2730795885
301	0.2727443274
302	0.2724280209
303	0.2721082563
304	0.2717081994
305	0.271245508
306	0.2708461859
307	0.2704875395
308	0.2700449049
309	0.2695731793
310	0.2692187258
311	0.2688818653
312	0.2684208597
313	0.2681463312
314	0.2677279464
315	0.267502112
316	0.2670769192
317	0.2667284957
318	0.2662526852
319	0.2658816329
320	0.2655145359
321	0.2652190211
322	0.2649053298
323	0.2646189573
324	0.2643076002
325	0.2639602791
326	0.2636951306
327	0.2634932218
328	0.2631283509
329	0.262790842
330	0.262526169
331	0.2621136846
332	0.261809676
333	0.2614849404
334	0.2612115357
335	0.26096947
336	0.2607648812
337	0.260500273
338	0.2601262382
339	0.2597742702
340	0.259340216
341	0.2589790841
342	0.2586326275
343	0.2584327719
344	0.258084435
345	0.2577990135
346	0.2576402443
347	0.2573013522
348	0.2568793797
349	0.2566111838
350	0.2563491043
351	0.2560896185
352	0.255869036
353	0.2554932505
354	0.2552938488
355	0.2551800347
356	0.2549749056
357	0.2547012416
358	0.2543806125
359	0.2541959725
360	0.2538853718
361	0.2536438248
362	0.2534024938
363	0.2531117123
364	0.2528959712
365	0.2526139213
366	0.2523495942
367	0.2520296567
368	0.251628584
369	0.2513183507
370	0.2509854887
371	0.2508178581
372	0.2502964009
373	0.2500208782
374	0.2497191821
375	0.2494003901
376	0.249195369
377	0.2489221373
378	0.2486483868
379	0.2483364678
380	0.2480794674
381	0.2478361913
382	0.2475855668
383	0.2474113227
384	0.2471478816
385	0.2467564699
386	0.2464097539
387	0.2461831414
388	0.2460119447
389	0.2457293113
390	0.2454849113
391	0.2452791122
392	0.244882816
393	0.2445299619
394	0.2443332402
395	0.2439789164
396	0.2435605317
397	0.2432774012
398	0.2430840943
399	0.2428410344
400	0.2426661202
401	0.2423919591
402	0.2421428259
403	0.2417639713
404	0.2415531364
405	0.2412608203
406	0.2408523343
407	0.2406333297
408	0.2403032557
409	0.2401833467
410	0.2399311444
411	0.2395575418
412	0.2392504641
413	0.2389386531
414	0.2387379762
415	0.2385877442
416	0.2383703389
417	0.2381020349
418	0.2378448832
419	0.2376725194
420	0.2374953575
421	0.2373002784
422	0.2370163266
423	0.2367347091
424	0.2364870671
425	0.2363143791
426	0.2360628036
427	0.2358082455
428	0.2355412167
429	0.2353401941
430	0.2351383717
431	0.2348422086
432	0.2346099767
433	0.2343871897
434	0.2342236008
435	0.2340699539
436	0.2338352798
437	0.2336087321
438	0.233343454
439	0.2329892167
440	0.2327821207
441	0.2325326201
442	0.2322817362
443	0.2321434561
444	0.231845672
445	0.2316301686
446	0.231500296
447	0.2313394087
448	0.2310923503
449	0.230884498
450	0.2308022172
451	0.2306156753
452	0.2303854318
453	0.2301031226
454	0.2298997657
455	0.2297113867
456	0.2293420851
457	0.2290711011
458	0.2288963167
459	0.2287408975
460	0.2284773267
461	0.2281690819
462	0.2279692912
463	0.2278208098
464	0.227583715
465	0.227396114
466	0.227155345
467	0.2269300509
468	0.2267293957
469	0.2264512362
470	0.2263252323
471	0.2261207516
472	0.2258384207
473	0.2256853574
474	0.225514701
475	0.2252418151
476	0.2250536089
477	0.2249464084
478	0.2246592146
479	0.2245141697
480	0.2243540388
481	0.2241219583
482	0.2237180975
483	0.2236012359
484	0.2234389005
485	0.2232478847
486	0.2229488686
487	0.2228469416
488	0.222622404
489	0.2224030751
490	0.2220930148
491	0.2219200458
492	0.2218200424
493	0.2216913801
494	0.2215623721
495	0.2213847779
496	0.2212113551
497	0.2210277525
498	0.2207762851
499	0.2205058414
500	0.2203456673
501	0.2201353943
502	0.2200067752
503	0.2197946435
504	0.2196308385
505	0.2194159619
506	0.2192317757
507	0.2190226914
508	0.2188615664
509	0.2186873223
510	0.2185517222
511	0.2184611204
512	0.2181948265
513	0.218009041
514	0.2177560606
515	0.2174499771
516	0.2171510259
517	0.2169913057
518	0.2168410736
519	0.2166295903
520	0.2163604434
521	0.2161852915
522	0.2159442848
523	0.2157473686
524	0.2156143405
525	0.2154548796
526	0.2151257999
527	0.2150109915
528	0.214863072
529	0.2145927797
530	0.2143372274
531	0.2140860625
532	0.2138838511
533	0.2137189222
534	0.2135257883
535	0.2133941218
536	0.2132182135
537	0.2130864389
538	0.212968648
539	0.2127017272
540	0.2125634472
541	0.2123961624
542	0.2122029637
543	0.2119234858
544	0.2117222686
545	0.2115585068
546	0.2112570268
547	0.211112868
548	0.2109227599
549	0.2107834857
550	0.2106501982
551	0.2104873009
552	0.2103222639
553	0.2101844161
554	0.2100086807
555	0.2098194155
556	0.2095789058
557	0.2093106451
558	0.2092190491
559	0.2090350359
560	0.2088003618
561	0.2086058663
562	0.2084762314
563	0.2082060471
564	0.2080187487
565	0.2079445512
566	0.2078181367
567	0.2075826196
568	0.2074859878
569	0.2073819212
570	0.2072534534
571	0.2071131633
572	0.2069721384
573	0.2068453132
574	0.2067019973
575	0.2065633066
576	0.2064483254
577	0.2063506994
578	0.2062132406
579	0.2061053484
580	0.2059901726
581	0.2057979681
582	0.2056791614
583	0.2055246067
584	0.2053480283
585	0.2052288542
586	0.2050965177
587	0.2048967918
588	0.2047396219
589	0.2046140503
590	0.2044171125
591	0.2042928593
592	0.2041152652
593	0.2039071102
594	0.2037366051
595	0.2034988619
596	0.2033840536
597	0.2032927818
598	0.2031227522
599	0.2029644801
600	0.2028172739
601	0.2026559976
602	0.2024305954
603	0.2022321447
604	0.2021012131
605	0.2019794453
606	0.2018844129
607	0.2016746154
608	0.2015167539
609	0.2013648792
610	0.2012636655
611	0.2011405361
612	0.2010583202
613	0.2009589003
614	0.2007736984
615	0.2005640738
616	0.2004021491
617	0.2002010399
618	0.2000089219
619	0.1998734299
620	0.1997276501
621	0.1995894564
622	0.1994130078
623	0.1993257777
624	0.1992495053
625	0.1991296611
626	0.1989953579
627	0.198831877
628	0.1987845013
629	0.1986858595
630	0.1985105995
631	0.1984353214
632	0.1983198215
633	0.1981880253
634	0.1980774963
635	0.1979018257
636	0.1977331794
637	0.1976564099
638	0.1975379058
639	0.1974453156
640	0.197314384
641	0.1971312353
642	0.19698565
643	0.1968911147
644	0.1967846922
645	0.1967132828
646	0.1966197849
647	0.1963577271
648	0.1962563404
649	0.1961058057
650	0.1959966168
651	0.1958735523
652	0.1957740892
653	0.1956331939
654	0.1954367316
655	0.1952768601
656	0.1951622895
657	0.1949794434
658	0.194863468
659	0.1947494377
660	0.1945838388
661	0.1944231676
662	0.1942430015
663	0.1941624066
664	0.194034825
665	0.1939742437
666	0.193864925
667	0.1937923053
668	0.1937356792
669	0.1935846258
670	0.1934366199
671	0.1933705273
672	0.1932589177
673	0.1931173092
674	0.1930370601
675	0.1929800666
676	0.1927977824
677	0.1927284478
678	0.1926300654
679	0.1924877437
680	0.1923570714
681	0.1922029058
682	0.1920124951
683	0.1918948771
684	0.1918214793
685	0.191648748
686	0.1915186377
687	0.1913790608
688	0.1912684238
689	0.1911770656
690	0.1910507375
691	0.190917342
692	0.1908234766
693	0.1906880711
694	0.1906270143
695	0.1904995624
696	0.1903066878
697	0.1902494782
698	0.1901481996
699	0.1900167492
700	0.1899207874
701	0.1898116849
702	0.1896838439
703	0.1895517668
704	0.1894843774
705	0.1893087284
706	0.1891643319
707	0.1890334651
708	0.188990801
709	0.1889222661
710	0.1888000445
711	0.1886595383
712	0.1885681585
713	0.1884495462
714	0.18830703
715	0.1882120192
716	0.1881221955
717	0.1879434559
718	0.1878479912
719	0.18768866
720	0.187573441
721	0.1875162314
722	0.1873415766
723	0.1872130872
724	0.1871567853
725	0.1870333318
726	0.1869684279
727	0.1868635831
728	0.186767751
729	0.1866379865
730	0.1865921237
731	0.1864838208
732	0.1864046091
733	0.1863497985
734	0.1860627993
735	0.1859538697
736	0.1858434488
737	0.1857464712
738	0.1856501852
739	0.1855187997
740	0.1853927958
741	0.1852813159
742	0.1851787837
743	0.1850918778
744	0.1849641881
745	0.1848061537
746	0.1847042267
747	0.1846002465
748	0.1845269136
749	0.1844374789
750	0.18432896
751	0.1842003841
752	0.1841064107
753	0.1840245839
754	0.1839559409
755	0.1839041777
756	0.1838212918
757	0.1837083638
758	0.1836376244
759	0.1834709448
760	0.1834247362
761	0.1832671557
762	0.1831553516
763	0.1830743028
764	0.1829765471
765	0.1828495706
766	0.1827589473
767	0.1826905421
768	0.1825934132
769	0.1825240354
770	0.182428333
771	0.1823548487
772	0.1822391759
773	0.1819501666
774	0.1817964981
775	0.1816511289
776	0.1815881486
777	0.1814728432
778	0.1814300494
779	0.1813577106
780	0.1812334574
781	0.1810881207
782	0.1809375104
783	0.1809037725
784	0.1808305692
785	0.1807145829
786	0.1806556875
787	0.1806050157
788	0.1805120906
789	0.1804566208
790	0.180187582
791	0.180035556
792	0.1799212232
793	0.1798241483
794	0.1797064438
795	0.1796550913
796	0.1796022475
797	0.1794483196
798	0.1793978208
799	0.1793352078
800	0.1792168226
801	0.1791533667
802	0.1789874868
803	0.1788264158
804	0.1787123207
805	0.1786115825
806	0.178536823
807	0.1784667536
808	0.1783928371
809	0.1783119504
810	0.1782193495
811	0.1781766529
812	0.1780903198
813	0.1780250701
814	0.1779108669
815	0.1778050279
816	0.1777145126
817	0.1776271096
818	0.1775340115
819	0.1774674759
820	0.1773267319
821	0.1772294409
822	0.1771464686
823	0.1770866545
824	0.1770063838
825	0.1768608526
826	0.1768129149
827	0.1767073893
828	0.1766545563
829	0.1766254544
830	0.1765301626
831	0.1764405226
832	0.1763584148
833	0.1762544994
834	0.1762270833
835	0.1761960902
836	0.1761002905
837	0.1759967534
838	0.1758720463
839	0.1758192781
840	0.1756024671
841	0.1753393935
842	0.1751009587
843	0.174967628
844	0.1748433316
845	0.1747195754
846	0.1746320643
847	0.1745764973
848	0.1744814
849	0.1742288951
850	0.1741279191
851	0.174046384
852	0.1739499792
853	0.1738317884
854	0.1737254524
855	0.1735809586
856	0.1735056804
857	0.1734318936
858	0.1733758618
859	0.1732922951
860	0.1730537955
861	0.1727964277
862	0.1725809135
863	0.1724648732
864	0.1723628922
865	0.1722915693
866	0.1721272455
867	0.1720713651
868	0.171986977
869	0.1717637146
870	0.1717004857
871	0.1715644102
872	0.1715177152
873	0.1712714565
874	0.1711675628
875	0.1710127487
876	0.1709343691
877	0.1708614684
878	0.1707916476
879	0.1707058223
880	0.1706085853
881	0.1705083874
882	0.1703521253
883	0.1702906903
884	0.170103608
885	0.1698738401
886	0.1698036518
887	0.1697098621
888	0.1696727634
889	0.1695925575
890	0.1693939123
891	0.1693140197
892	0.1692487376
893	0.1690452727
894	0.1690048564
895	0.1689273413
896	0.1688859848
897	0.1688181847
898	0.1687136426
899	0.1686397045
900	0.1684856037
901	0.1683514949
902	0.1682714835
903	0.1681439775
904	0.1680962236
905	0.1678785265
906	0.1678222138
907	0.1676991276
908	0.1676638984
909	0.1675716757
910	0.167532394
911	0.167444656
912	0.1673678649
913	0.1672919168
914	0.1671128746
915	0.1670353055
916	0.1669633125
917	0.1667875339
918	0.1667533421
919	0.1666298237
920	0.1664079445
921	0.1663037589
922	0.1662104555
923	0.1661465134
924	0.1659721828
925	0.1658117062
926	0.1656930183
927	0.1655698457
928	0.1654562045
929	0.165351738
930	0.1652556357
931	0.1651684812
932	0.1650721412
933	0.1650006129
934	0.1648786615
935	0.1646993383
936	0.164585978
937	0.1645210417
938	0.1644170723
939	0.1643527628
940	0.164273108
941	0.1641498166
942	0.1640256606
943	0.1639406134
944	0.1637496084
945	0.1636688621
946	0.1635679077
947	0.1634169733
948	0.1632630994
949	0.163201632
950	0.1631012827
951	0.1630504057
952	0.1629167616
953	0.1628102743
954	0.1626076739
955	0.1625216433
956	0.1623897823
957	0.1623036436
958	0.1621748192
959	0.1619778166
960	0.1618959897
961	0.1618471875
962	0.1617632858
963	0.1616925464
964	0.1616315112
965	0.1615530344
966	0.1614951115
967	0.1614368644
968	0.1613601274
969	0.1612019093
970	0.1611271283
971	0.1610078677
972	0.1609319195
973	0.1608459646
974	0.1606473517
975	0.1605868245
976	0.1605181599
977	0.1604138771
978	0.1603405226
979	0.1602887594
980	0.1602366072
981	0.1602071703
982	0.1601305305
983	0.1600251022
984	0.1599708752
985	0.1598848986
986	0.1598046495
987	0.1597284204
988	0.1595733254
989	0.1594934545
990	0.1593116782
991	0.1592069523
992	0.1591009945
993	0.1590206697
994	0.1589554417
995	0.158841768
996	0.1586852465
997	0.1586339697
998	0.1585662669
999	0.1584758056
