FinalWgt,CR1,CR2,BTR3,BTR4,CR5,CR6,CR7,CR8,CR9,CR10,CR11,CR12,CR13,CR14,BTR15,BTR16,CR15,CR16,CR17,CR18,CR19,CR20,CR21,CR22,CR23,CR24,CR25,BTR28,CR27,CR28,BTR31,CR30,CR31,CR32,CR33,CR34,CR35,CR36,CR37,CR38,CR39,CR40,CR41,CR42,CR43,SLR1,SLR6,SLR7,SLR8,SLR9,BTR51,SLR12,SLR14,SLR15,SLR16,SLR17,OR1,BTR58,BTR59,BTR60,Stratum,PSU
3.161521758,6,2,3,1,2,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,2,2,1,1,1,8,1,2,1,2,2,3,3,2,2,1,1,4,3,5,1,1,1,1,1,1,3,1,4,1,5,3,1,1,2,201301004,13
3.161521758,6,2,3,1,2,1,1,1,,,1,1,,,1,2,1,1,1,1,1,1,4,1,4,2,2,1,1,1,8,1,2,3,2,2,3,3,2,2,1,1,4,1,5,1,1,1,1,1,1,3,1,4,1,5,3,1,1,2,201301004,13
3.161521758,6,2,3,1,2,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,2,1,4,2,2,1,1,1,8,1,2,1,1,2,3,3,2,2,1,1,4,2,5,1,1,1,1,1,1,2,1,4,2,5,3,3,1,1,201301004,13
3.161521758,6,2,3,2,1,1,1,1,2,2,1,1,2,2,2,2,1,4,1,1,1,1,1,1,4,2,2,1,1,1,8,1,3,3,1,2,1,3,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,5,2,3,4,1,201301004,13
3.161521758,6,2,3,2,2,1,1,1,2,2,1,1,,,1,2,1,1,1,1,1,4,4,2,2,1,1,1,1,1,8,1,3,3,1,2,3,2,2,2,1,1,2,3,5,1,1,1,1,1,1,1,1,2,3,4,,3,1,8,201301004,13
3.161521758,6,2,3,2,2,1,1,1,2,2,2,1,2,2,2,2,1,4,1,1,1,1,1,1,4,2,2,1,3,1,8,1,3,3,1,2,1,3,2,2,1,1,2,2,5,1,1,1,1,6,1,3,1,1,1,5,3,1,1,1,201301004,13
3.161521758,6,2,3,3,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2,4,2,2,1,1,1,8,2,3,3,2,3,3,3,,2,1,1,4,3,4,2,4,,1,3,5,2,,,,3,4,8,1,6,201301004,13
3.161521758,7,2,3,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,8,2,1,1,1,2,3,3,2,2,1,1,1,3,5,1,1,1,1,1,1,2,1,1,3,5,1,1,1,1,201301004,13
3.243880728,4,2,3,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,8,1,2,1,2,3,,,,,,,1,2,3,1,2,3,3,2,1,1,2,2,1,1,1,2,2,1,201301004,13
3.243880728,4,2,3,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,3,4,2,1,4,1,1,1,1,1,8,2,2,3,1,2,1,2,2,2,1,1,1,2,4,1,1,1,1,1,1,3,1,1,2,4,1,5,5,1,201301004,13
3.243880728,4,2,3,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,2,1,1,1,8,2,3,3,1,2,3,3,2,2,1,1,1,3,5,1,1,1,1,1,1,3,1,1,3,5,3,8,8,2,201301004,13
3.243880728,5,2,3,2,1,6,,,2,2,1,1,2,2,2,2,3,2,3,3,1,1,1,2,4,1,1,1,1,1,8,1,3,3,2,3,3,3,2,2,1,1,3,3,4,6,3,3,3,3,1,3,1,3,3,4,1,8,1,1,201301004,13
3.243880728,5,2,3,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,1,8,1,2,1,1,3,1,3,2,2,1,1,1,3,5,1,1,1,1,1,1,1,1,1,3,5,1,2,1,1,201301004,13
3.243880728,5,2,3,2,2,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,5,5,1,1,1,1,1,1,1,8,1,2,3,3,2,1,,2,2,1,1,4,2,5,1,1,1,1,1,1,1,1,4,2,5,3,1,1,8,201301004,13
3.243880728,5,2,3,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,4,2,2,1,1,1,8,1,1,1,1,1,1,3,2,1,1,1,4,3,5,1,1,1,1,1,1,1,1,4,3,5,3,1,1,1,201301004,13
3.243880728,5,2,3,2,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,4,2,2,1,1,1,8,1,2,3,1,2,1,3,2,2,1,1,4,2,4,1,1,1,1,1,1,3,1,4,2,4,1,2,1,1,201301004,13
3.243880728,5,2,3,2,2,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,4,2,2,1,1,1,8,1,2,2,1,2,2,2,2,2,1,1,3,3,5,1,1,1,1,1,1,1,1,1,,5,1,2,1,1,201301004,13
3.243880728,5,2,3,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,4,2,2,1,1,1,8,1,1,3,1,2,1,3,2,2,1,1,3,3,5,1,1,1,1,1,1,3,1,4,3,5,1,1,1,1,201301004,13
3.243880728,6,2,3,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,2,2,1,1,1,8,2,1,3,3,2,2,3,2,2,1,1,1,3,5,1,1,1,1,1,1,3,1,1,3,5,4,1,1,2,201301004,13
3.243880728,6,2,3,2,1,6,3,2,2,2,2,2,2,2,1,1,2,2,2,3,1,1,1,1,3,2,2,4,1,1,2,1,1,1,1,2,2,3,2,2,1,1,3,2,4,6,2,2,2,1,1,1,2,4,2,5,1,2,2,5,201301004,13
3.243880728,6,2,3,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,4,1,2,3,1,2,2,1,2,2,2,1,1,3,2,4,1,1,1,1,1,1,1,1,2,2,4,3,2,2,2,201301004,13
3.243880728,6,2,3,2,2,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,8,1,3,1,1,2,2,3,2,2,1,1,2,2,5,1,1,1,1,1,1,1,1,1,2,5,1,2,1,1,201301004,13
3.243880728,6,2,3,3,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2,4,2,2,1,1,1,,2,1,3,2,3,3,,2,2,2,3,2,1,2,2,1,4,1,2,3,1,1,2,2,1,2,1,2,1,201301004,13
3.243880728,7,2,3,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,5,5,1,4,2,2,1,1,1,8,1,1,1,1,2,1,3,2,1,1,1,2,3,4,1,1,,1,1,1,1,1,3,3,5,1,1,1,1,201301004,13
3.243880728,7,2,3,1,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,8,1,1,2,3,2,2,3,1,2,1,1,1,3,4,1,1,1,1,1,1,1,1,4,3,4,3,5,1,2,201301004,13
3.243880728,7,2,3,2,1,1,2,3,,,3,1,2,,2,2,3,2,1,1,1,2,3,,1,2,2,3,2,2,3,,,1,2,,2,3,2,2,2,2,4,3,2,1,2,1,,4,1,,1,3,1,3,2,1,1,1,201301004,13
3.243880728,7,2,3,2,1,6,1,1,2,2,2,2,2,2,1,1,2,2,2,6,1,1,1,1,4,2,2,1,3,1,8,2,3,3,2,3,1,2,2,2,1,1,2,3,4,6,3,2,2,1,3,3,1,,2,1,,2,2,1,201301004,13
3.243880728,7,2,3,2,1,6,,,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,1,2,2,6,1,1,8,1,2,2,1,2,2,3,2,2,1,1,4,3,4,1,1,1,1,1,1,3,1,4,3,4,2,2,2,5,201301004,13
3.243880728,7,2,3,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,1,1,1,8,2,3,2,3,2,1,3,2,2,1,,1,1,3,1,1,1,1,1,1,3,1,1,3,5,4,1,1,1,201301004,13
4.226656694,,1,3,1,1,2,2,3,1,1,2,5,1,1,1,1,4,4,4,4,1,4,5,2,1,1,1,2,3,3,4,1,3,3,2,2,3,3,2,2,2,2,3,1,1,6,3,3,3,6,6,3,2,3,1,5,3,2,1,2,201301004,13
4.226656694,3,1,3,3,2,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,3,2,2,4,1,1,1,1,1,8,1,2,3,1,2,1,3,2,2,1,1,3,2,4,1,1,1,1,1,1,2,1,3,2,4,1,6,1,1,201301004,13
4.226656694,4,1,3,2,2,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,3,4,1,4,1,1,1,1,1,8,1,2,2,1,2,2,2,2,2,1,1,4,3,5,1,1,1,1,1,1,1,1,3,3,5,1,2,1,8,201301004,13
4.226656694,4,1,3,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,4,2,2,1,1,1,8,2,1,1,1,2,3,3,2,2,1,1,4,1,5,1,1,1,1,1,1,1,1,4,1,4,3,1,1,2,201301004,13
4.226656694,4,1,3,3,1,4,1,1,2,2,1,1,2,2,2,2,2,2,2,5,1,5,2,1,4,1,1,1,3,1,8,1,1,1,1,2,1,2,1,2,1,3,2,,,3,2,3,3,5,2,2,4,1,1,1,3,7,4,1,201301004,13
4.226656694,5,1,3,2,1,6,,,2,2,2,2,1,1,1,1,1,3,3,3,1,1,2,2,4,1,1,6,3,3,8,1,3,1,1,2,2,1,2,2,1,1,3,3,4,6,3,2,3,3,2,1,1,3,3,5,1,2,2,2,201301004,13
4.226656694,5,1,3,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,1,1,1,8,1,3,1,1,2,1,1,1,2,1,1,3,3,4,1,3,3,1,3,1,1,1,3,3,4,,2,2,3,201301004,13
4.226656694,5,1,3,4,1,5,1,1,1,2,2,1,2,2,1,2,2,2,3,6,1,2,1,2,4,1,1,1,1,1,8,2,3,3,2,2,3,2,2,2,2,1,3,2,5,1,1,1,1,2,3,1,2,3,2,1,2,2,2,1,201301004,13
4.226656694,6,1,3,1,2,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,8,1,1,3,2,2,1,3,2,2,1,1,3,3,5,5,2,2,2,6,1,3,1,2,3,5,3,1,1,1,201301004,13
4.226656694,6,1,3,2,1,5,,,2,2,1,2,1,2,1,2,2,2,2,6,1,1,2,2,4,1,1,1,1,1,8,2,1,2,1,2,2,3,2,2,1,1,1,3,5,1,1,1,1,1,1,2,1,1,3,5,1,1,1,1,201301004,13
4.226656694,6,1,3,2,2,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,2,1,2,4,1,1,1,1,1,8,2,2,3,2,2,3,2,2,2,1,1,4,2,5,1,1,1,1,1,1,3,1,4,2,5,2,2,2,1,201301004,13
4.226656694,7,1,3,1,2,1,1,1,2,2,1,1,2,2,2,2,3,4,3,6,1,5,5,,2,,,1,2,3,3,2,1,1,3,2,2,3,1,,4,3,4,3,2,1,4,4,1,6,5,3,4,4,2,4,3,6,7,3,201301004,13
4.226656694,7,1,3,3,1,3,5,4,1,2,3,6,1,1,1,1,3,4,3,5,2,5,5,1,3,1,1,7,2,3,5,1,2,2,1,2,2,2,1,2,3,2,3,3,1,3,3,3,1,5,2,2,3,3,3,1,2,1,6,1,201301004,13
4.336762876,3,1,3,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,3,2,2,1,1,1,8,1,2,1,1,2,3,2,2,2,1,1,3,2,4,1,1,1,1,1,1,1,1,3,2,4,1,7,5,2,201301004,13
4.336762876,4,1,3,2,1,2,6,4,1,2,3,4,1,1,1,1,3,,2,3,2,1,2,,,1,,3,,,2,2,2,2,2,1,2,,,1,,4,,,5,3,2,,2,1,2,2,3,,,3,1,4,2,5,201301004,13
4.336762876,5,1,3,1,1,1,,,2,2,2,2,2,,,2,1,2,3,1,3,1,2,,2,,,2,3,1,1,2,3,2,1,1,2,2,1,,2,3,1,2,2,1,2,1,2,1,2,2,1,2,1,2,3,1,2,1,201301004,13
4.336762876,5,1,3,2,2,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,4,1,1,1,1,1,8,2,1,3,1,2,3,3,2,2,1,1,4,3,5,1,1,1,1,1,1,3,1,4,1,5,1,1,2,2,201301004,13
4.336762876,5,1,3,6,2,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,2,1,2,1,4,1,1,1,1,1,6,2,3,3,2,1,3,1,2,2,1,1,4,3,5,1,1,1,1,1,1,3,4,3,1,5,1,6,1,1,201301004,13
4.336762876,6,1,3,2,2,1,1,1,2,2,1,1,2,2,2,2,3,3,3,3,1,1,1,1,4,1,1,1,1,1,8,1,1,2,1,2,1,2,2,2,1,1,1,3,4,1,1,1,1,1,1,2,1,3,3,4,3,4,2,1,201301004,13
4.336762876,6,1,3,3,2,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,2,2,1,2,2,,2,2,1,1,1,2,5,1,1,1,1,1,1,3,1,1,2,5,1,2,1,1,201301004,13
4.336762876,6,1,3,4,1,5,5,4,1,1,3,6,1,1,1,1,4,4,4,5,1,5,3,1,2,2,1,2,3,3,6,1,2,1,1,2,1,1,1,2,4,4,3,3,3,2,3,3,3,5,2,1,1,4,1,2,,8,1,1,201301004,13
4.336762876,7,1,3,1,1,1,2,2,,1,3,5,,,,2,,4,,3,5,,,,,2,,1,,1,3,1,,3,,,2,,,1,3,,3,2,5,2,,3,2,4,3,2,3,4,2,3,4,3,4,5,201301004,13
4.336762876,7,1,3,2,1,2,3,2,1,1,2,2,2,2,1,1,2,2,3,6,2,2,1,1,4,1,1,2,3,2,7,1,1,2,1,2,1,2,1,2,1,1,1,3,5,2,3,3,3,6,2,2,1,4,3,5,1,2,1,6,201301004,13
4.336762876,7,1,3,2,1,5,4,3,1,1,3,7,1,1,1,1,3,3,3,4,1,2,2,2,3,2,1,6,3,3,5,1,2,2,1,2,1,2,2,2,3,2,3,2,4,6,3,3,3,4,7,1,3,,3,1,1,1,2,4,201301004,13
4.336762876,7,1,3,7,,,3,4,1,1,3,6,1,1,1,1,,,4,5,1,,4,1,2,2,1,2,3,3,6,1,2,1,1,2,1,1,1,2,4,4,3,3,3,2,3,3,3,5,2,1,1,4,2,2,,8,1,1,201301004,13
4.336762876,7,1,3,7,1,4,7,5,1,1,4,3,1,1,1,1,3,3,3,5,2,3,5,1,4,1,2,6,3,3,4,1,1,1,1,1,1,2,1,1,3,4,4,3,1,6,3,3,3,4,7,1,3,,3,1,1,1,2,4,201301004,13
5.413670259,2,2,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,1,3,1,2,1,1,2,3,2,2,2,1,1,3,1,5,1,1,1,1,1,1,1,1,1,1,5,1,3,1,1,201301004,13
5.413670259,2,2,1,2,2,1,1,1,,2,1,1,2,2,2,2,1,1,1,1,2,2,2,1,3,2,2,1,1,1,8,1,1,1,2,2,3,3,2,2,1,1,1,2,5,1,1,1,1,1,1,1,1,1,2,5,5,4,1,2,201301004,13
5.413670259,3,2,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,3,2,2,1,1,1,6,2,1,1,1,3,3,3,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,6,1,1,201301004,13
5.413670259,3,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,4,3,1,3,2,2,1,1,1,8,2,1,3,1,2,1,3,2,2,1,1,2,3,4,1,1,1,1,1,1,1,1,1,3,5,2,5,8,8,201301004,13
5.413670259,3,2,1,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2,4,1,1,1,1,1,8,1,1,3,1,2,3,2,2,2,1,1,2,2,5,1,1,1,1,1,1,3,1,2,2,5,3,7,6,1,201301004,13
5.413670259,4,2,,1,2,,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,2,2,1,2,1,8,2,2,3,1,2,1,2,2,2,1,1,4,2,5,1,1,1,1,1,1,1,1,4,2,4,3,2,2,1,201301004,13
5.413670259,5,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,5,3,1,1,2,2,1,1,1,8,1,1,3,1,2,3,2,1,2,1,1,2,3,3,1,1,1,1,1,1,1,1,4,3,4,3,2,1,3,201301004,13
5.413670259,5,2,1,3,2,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,3,2,4,2,2,1,1,1,3,1,1,3,2,1,3,2,2,2,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,4,3,6,5,1,201301004,13
5.413670259,6,2,1,1,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,3,1,8,1,1,3,1,2,1,3,2,2,1,1,4,3,4,1,1,1,1,1,1,3,1,4,3,4,5,1,1,4,201301004,13
6.157217962,2,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,3,2,3,3,3,2,2,1,1,2,2,4,1,1,1,1,1,1,3,1,2,2,4,3,7,5,1,201301004,13
6.157217962,2,1,1,7,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,4,2,2,1,1,1,8,1,1,3,1,2,3,3,2,2,1,1,,1,5,1,1,1,1,1,1,3,1,4,2,4,3,3,2,1,201301004,13
6.157217962,4,1,1,1,1,4,1,1,2,2,4,6,1,1,1,1,3,3,3,,4,1,1,1,4,2,2,1,1,1,3,1,2,1,2,,2,,,,4,,2,3,4,2,1,3,3,2,4,3,4,3,3,4,3,2,1,4,201301004,13
6.157217962,4,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2,4,2,2,1,1,1,8,1,1,3,1,3,1,3,2,2,1,1,4,2,5,1,1,1,1,1,1,3,1,4,2,5,3,1,1,1,201301004,13
6.157217962,4,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,3,1,4,1,1,1,1,1,8,1,3,3,2,2,1,2,2,2,1,1,3,2,5,1,1,1,1,1,1,3,1,3,2,4,3,2,2,1,201301004,13
2.980863374,4,2,3,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,3,1,4,2,2,1,1,1,2,1,1,1,1,2,1,3,2,2,1,1,3,3,5,1,1,1,1,1,1,1,1,3,3,5,3,1,1,1,201301005,14
2.980863374,5,2,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,1,8,1,1,1,1,2,2,1,2,1,1,1,4,3,5,1,1,1,1,1,1,1,1,4,2,4,3,1,1,1,201301005,14
2.980863374,5,2,3,1,2,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,4,1,1,1,1,1,8,1,1,,1,2,1,3,2,2,1,1,3,3,5,1,1,1,1,1,1,3,1,3,3,5,1,5,1,1,201301005,14
2.980863374,6,2,3,1,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,3,1,4,2,2,1,1,1,8,1,1,3,1,2,1,3,2,2,1,1,3,3,5,1,1,1,1,1,1,3,1,1,3,5,3,2,2,2,201301005,14
2.980863374,6,2,3,1,2,1,1,1,2,2,2,1,2,2,1,2,1,1,4,1,2,2,1,2,4,2,2,1,3,1,6,2,1,2,1,2,1,2,,2,1,3,1,2,5,1,1,1,1,1,1,3,2,1,2,5,4,1,1,1,201301005,14
2.980863374,6,2,3,2,1,4,2,2,2,2,3,2,1,1,1,1,3,3,2,5,1,3,3,1,4,1,1,3,3,3,1,2,2,1,1,3,2,1,2,2,3,1,2,3,4,4,3,2,2,5,4,2,2,2,3,4,1,5,1,2,201301005,14
2.980863374,6,2,3,2,1,6,1,1,2,2,2,1,1,1,1,1,1,1,1,1,4,3,2,2,4,2,2,1,1,1,8,1,1,1,2,1,1,2,2,2,1,1,2,1,4,6,2,2,2,6,1,1,1,3,1,4,4,1,1,2,201301005,14
2.980863374,6,2,3,3,1,4,5,4,,,3,2,1,1,1,1,3,3,4,5,1,3,1,2,4,1,2,6,3,2,8,1,3,1,1,2,1,3,2,1,3,2,4,1,1,4,3,3,4,5,7,1,4,3,1,3,3,1,1,8,201301005,14
2.980863374,7,2,3,1,1,7,7,2,1,1,1,2,1,1,1,1,3,3,3,3,5,5,5,1,4,1,1,7,3,,8,1,1,1,2,2,1,3,2,2,1,1,4,3,3,6,3,3,3,3,2,1,1,1,3,3,4,1,1,2,201301005,14
2.980863374,7,2,3,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,4,2,2,1,3,1,1,2,1,3,2,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,4,3,4,5,1,1,2,201301005,14
2.980863374,7,2,3,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,4,2,2,1,1,1,2,1,1,2,1,2,1,2,2,2,2,1,4,3,4,1,1,1,1,5,6,3,2,4,2,4,3,2,2,2,201301005,14
2.980863374,7,2,3,1,2,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,4,1,1,1,1,1,8,2,3,3,1,1,3,3,2,2,1,1,3,3,5,1,1,1,1,1,1,3,1,3,3,5,2,1,1,1,201301005,14
2.980863374,7,2,3,1,2,1,1,1,2,2,1,1,2,2,2,1,1,1,4,1,1,1,1,2,4,2,2,1,1,1,8,2,2,3,2,3,2,3,2,2,1,1,1,2,5,1,4,2,4,1,1,3,1,1,2,2,3,2,1,1,201301005,14
2.980863374,7,2,3,2,2,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,4,2,2,1,1,1,8,1,3,3,1,2,3,2,2,2,1,1,4,3,4,1,3,1,1,1,1,1,1,1,3,5,3,3,4,2,201301005,14
2.980863374,7,2,3,3,1,4,4,3,2,2,3,4,1,1,1,1,3,3,3,5,2,1,2,1,3,1,1,2,2,2,3,1,3,3,1,3,,2,,1,3,3,3,3,3,4,3,3,3,5,2,3,4,3,2,3,2,2,8,1,201301005,14
3.057295768,4,2,3,3,2,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,4,1,1,1,1,1,2,1,1,1,1,3,3,3,2,2,1,3,4,3,5,4,2,1,1,1,1,3,1,4,3,5,1,4,3,1,201301005,14
3.057295768,5,2,3,2,1,6,2,2,2,2,2,2,2,2,1,1,2,2,2,4,1,2,1,2,1,2,,1,3,1,2,2,3,1,1,2,2,3,2,2,1,1,4,2,5,2,1,2,1,2,1,3,1,4,2,4,3,5,5,1,201301005,14
3.057295768,5,2,3,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,4,1,1,1,3,1,4,1,1,3,3,2,2,3,1,1,1,1,4,3,5,1,1,1,1,4,1,1,1,1,3,4,4,3,2,2,201301005,14
3.057295768,5,2,3,7,1,5,2,3,2,2,2,2,1,1,1,2,4,,3,2,1,2,3,1,3,2,1,6,1,3,6,2,2,2,2,1,3,1,2,2,3,3,4,3,3,6,4,4,3,3,1,2,3,3,3,3,1,1,1,5,201301005,14
3.057295768,7,2,3,1,1,7,,,1,1,3,2,1,2,1,,3,4,3,6,3,2,2,1,1,1,2,7,1,1,8,1,3,3,2,1,1,3,1,2,4,4,1,1,3,7,4,3,3,5,5,2,4,4,1,3,3,1,1,4,201301005,14
3.057295768,7,2,3,1,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,3,1,1,1,1,1,8,1,3,2,1,2,3,3,2,2,1,1,4,2,5,1,1,1,1,1,1,2,1,4,2,5,4,2,1,1,201301005,14
3.057295768,7,2,3,1,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,4,1,1,1,1,1,8,1,3,2,1,2,3,3,2,2,1,1,4,2,5,1,1,1,1,1,1,2,1,3,2,5,2,1,1,2,201301005,14
3.057295768,7,2,3,1,2,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,1,2,2,3,1,1,1,1,1,8,1,3,3,1,3,3,3,2,2,1,1,3,2,5,1,1,1,1,1,1,3,1,3,2,5,4,1,1,3,201301005,14
3.057295768,7,2,3,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,2,2,1,3,1,8,1,2,2,3,3,3,3,2,2,1,1,3,3,5,1,1,1,1,1,1,3,1,3,3,5,4,2,1,1,201301005,14
3.057295768,7,2,3,2,1,5,4,,,1,1,4,1,1,1,1,4,4,3,5,1,1,2,,2,1,2,1,2,1,1,,1,3,1,3,3,1,,2,4,4,3,2,1,3,2,4,3,3,3,2,3,4,3,4,1,5,2,2,201301005,14
3.057295768,7,2,3,2,1,6,7,3,2,2,4,6,1,1,1,1,2,2,2,4,1,1,1,2,4,2,1,1,1,1,8,2,3,3,2,3,3,3,2,2,1,1,1,2,4,7,2,2,2,3,6,3,1,3,2,3,1,3,1,1,201301005,14
3.057295768,7,2,3,2,1,7,1,1,2,2,2,2,1,1,1,1,2,2,2,4,1,1,2,2,4,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,4,2,4,7,2,2,2,4,1,3,2,4,2,5,3,3,3,2,201301005,14
3.057295768,7,2,3,2,1,7,2,3,2,2,2,2,1,1,1,1,2,4,2,4,1,1,1,,1,1,1,2,2,6,8,1,1,2,1,2,1,1,1,2,4,2,4,2,4,7,2,3,2,6,6,,1,2,2,4,3,6,6,6,201301005,14
3.057295768,7,2,3,2,1,7,3,2,2,2,1,2,1,2,1,1,3,3,3,3,3,2,2,2,4,1,1,6,2,2,8,1,1,2,1,3,2,3,2,2,1,1,3,3,5,6,3,3,4,3,6,3,1,3,3,4,4,1,1,2,201301005,14
3.057295768,7,2,3,2,1,7,6,3,1,1,2,2,1,1,1,2,4,4,4,3,2,4,2,1,4,2,2,3,3,3,7,1,2,1,1,2,2,1,2,1,4,4,4,1,2,6,4,4,3,6,3,1,4,4,1,3,1,2,1,5,201301005,14
3.057295768,7,2,3,2,2,1,1,1,,,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,3,3,1,2,3,3,2,2,1,1,1,3,5,1,1,1,1,1,1,3,4,4,,4,4,2,1,2,201301005,14
3.057295768,7,2,3,2,2,1,1,1,2,2,1,1,1,1,1,2,2,3,2,3,2,2,2,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,1,1,1,2,3,7,3,3,3,3,1,1,1,1,2,1,4,2,1,1,201301005,14
3.057295768,7,2,3,2,2,1,1,1,2,2,1,1,1,2,1,2,3,1,1,1,1,1,1,2,,1,,1,1,1,1,2,1,1,1,3,3,2,1,1,1,3,3,3,5,1,1,1,1,1,1,1,1,3,3,5,4,1,1,4,201301005,14
3.057295768,7,2,3,2,2,1,1,1,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,2,4,2,1,1,1,1,2,1,2,1,1,2,2,3,2,2,1,1,4,2,4,1,1,1,1,2,1,3,1,4,2,4,1,2,2,1,201301005,14
3.057295768,7,2,3,2,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,8,1,1,3,3,1,1,3,2,2,1,1,4,3,4,1,1,1,1,1,1,3,1,4,3,4,4,8,8,1,201301005,14
3.057295768,7,2,3,2,2,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,4,1,1,1,1,1,8,1,1,2,1,1,3,2,2,2,1,1,4,3,5,1,1,1,1,1,1,1,4,3,3,5,3,5,8,1,201301005,14
