FinalWgt,CR1,CR2,TPR3,TPR4,OR1,CR5,CR6,CR7,CR8,CR9,CR10,CR11,CR12,OR9,CR13,CR14,CR15,CR16,CR17,TPR20,OR10,OR11,TPR23,TPR24,OR14,CR19,OR18,CR20,TPR29,CR21,CR22,CR23,CR24,CR25,TPR35,CR27,CR28,TPR38,OR22,CR30,TPR41,CR31,CR32,CR33,CR34,TPR46,CR35,CR36,CR37,CR38,CR39,CR40,CR41,CR42,CR43,TPR56,TPR57,OR47,TPR59,OR55,OR56,TPR62,OR59,OR60,Stratum,PSU
35.44288458,1,2,1,2,3,2,1,1,1,2,2,1,1,1,2,2,1,1,1,4,1,1,1,3,1,3,1,1,2,1,1,1,1,1,1,3,1,2,2,1,1,2,2,1,3,3,1,1,2,1,1,1,4,,5,1,2,3,1,1,1,1,1,1,201901007,13
35.44288458,2,2,1,1,3,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,3,3,3,1,3,1,1,1,1,1,1,3,1,2,1,3,1,2,1,2,2,2,1,1,1,3,1,1,1,1,3,3,1,1,1,1,1,201901007,13
35.44288458,2,2,1,1,4,,1,,,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,1,1,1,2,2,2,2,3,3,2,3,3,3,3,2,2,1,1,1,1,4,3,1,4,1,2,2,2,3,3,201901007,13
35.44288458,2,2,1,2,4,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,2,2,1,2,1,2,1,2,2,2,3,2,2,1,2,1,2,5,3,1,3,1,2,1,1,3,3,201901007,13
35.44288458,2,2,1,4,3,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,1,4,1,3,1,1,1,2,1,1,2,1,1,1,3,5,2,1,3,3,1,1,1,1,1,201901007,13
35.44288458,2,2,1,4,3,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,8,3,1,1,1,2,3,1,1,2,1,1,2,1,1,1,3,5,2,1,3,3,1,1,1,1,1,201901007,13
35.44288458,3,2,1,1,3,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,2,6,1,1,3,2,1,1,1,1,8,3,1,3,2,2,1,3,4,3,2,2,1,1,1,1,2,5,1,1,3,2,,1,2,2,2,201901007,13
35.44288458,3,2,1,1,3,2,1,1,1,2,2,1,1,1,2,2,1,4,1,2,1,1,1,1,1,1,4,1,1,1,2,2,2,2,1,3,1,2,2,1,1,2,3,2,3,4,3,2,2,2,1,1,2,1,5,1,1,4,1,2,2,2,4,4,201901007,13
35.44288458,3,2,1,1,4,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,2,2,1,2,1,2,1,2,2,2,3,2,2,1,2,1,2,5,3,1,3,1,2,1,1,3,3,201901007,13
35.44288458,3,2,1,1,4,,1,,,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,1,1,1,2,2,2,1,3,3,2,3,3,3,3,2,2,1,1,1,1,4,3,1,4,4,2,2,2,4,3,201901007,13
35.44288458,3,2,1,1,,,,,,,,3,3,3,,,2,3,,4,5,,,1,1,,,,6,2,1,,,1,6,3,1,,,1,1,1,2,2,3,2,2,2,1,,,1,2,1,1,1,1,2,,1,,1,1,4,201901007,13
35.44288458,3,2,1,2,3,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,7,1,5,3,5,1,1,1,3,1,2,1,1,1,2,2,1,1,1,3,2,2,2,2,2,2,2,1,1,4,3,5,2,2,3,3,2,3,1,2,3,201901007,13
35.44288458,3,2,1,2,3,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,7,1,5,3,5,1,1,2,3,1,2,1,1,1,2,2,1,1,1,3,2,2,2,2,2,,2,1,1,4,3,5,4,2,3,3,2,3,1,2,3,201901007,13
35.44288458,3,2,1,2,3,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,3,2,2,1,1,1,1,1,1,1,2,2,1,2,2,3,3,2,3,,3,2,2,1,1,1,3,1,3,1,4,1,1,1,1,3,3,201901007,13
35.44288458,3,2,1,2,4,1,1,2,3,,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,3,1,201901007,13
35.44288458,3,2,1,2,4,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,2,3,3,2,2,1,2,2,1,1,1,2,2,2,3,3,3,1,1,1,1,2,2,2,1,1,1,3,4,3,1,3,3,1,1,2,2,2,201901007,13
35.44288458,3,2,1,2,4,2,1,1,1,2,2,1,2,1,2,2,4,2,4,7,5,5,1,3,3,1,4,1,2,1,2,2,2,2,1,1,1,8,3,1,2,1,3,2,3,1,1,3,2,2,1,1,3,2,5,3,2,4,3,1,2,1,2,2,201901007,13
35.44288458,3,2,1,4,5,1,3,1,1,1,1,2,1,2,1,,3,1,,,,1,1,1,1,5,1,,,1,1,3,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,201901007,13
35.44288458,3,2,1,4,5,1,4,1,1,2,2,1,2,7,2,2,3,2,2,1,2,2,4,1,3,1,1,1,2,1,1,3,2,2,1,1,1,1,2,2,3,3,3,1,1,3,2,3,2,2,1,1,1,2,4,1,2,3,1,1,2,1,2,2,201901007,13
35.44288458,3,2,1,7,4,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,5,2,5,2,3,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,4,1,2,3,2,3,3,201901007,13
35.44288458,4,2,1,2,3,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,8,3,1,1,1,3,2,3,1,1,3,2,2,1,1,3,2,5,3,2,3,3,1,2,1,2,2,201901007,13
35.44288458,5,2,1,1,3,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,2,3,1,2,1,1,3,2,2,1,1,1,2,5,3,1,3,3,2,1,1,3,3,201901007,13
35.44288458,5,,1,4,3,,1,1,1,1,2,2,1,2,,2,1,1,1,2,,1,2,8,2,1,4,1,2,4,1,2,,1,2,,1,2,,1,4,,1,3,,1,,3,1,,4,1,3,,1,2,,1,2,,1,2,,1,201901007,13
35.44288458,6,2,1,1,3,2,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,3,2,2,1,1,2,,,3,1,1,1,5,2,1,1,1,2,2,2,2,3,201901007,13
39.79551953,6,2,1,2,,,1,,,,,2,1,2,,2,1,2,2,3,4,3,4,5,3,,2,1,2,1,1,3,1,1,1,3,2,2,1,1,1,3,2,1,2,1,2,3,1,,2,2,3,,3,2,4,3,1,2,1,,1,1,201901007,13
43.16018995,3,2,3,2,3,1,,3,,2,,,4,,,2,2,2,4,1,1,1,2,3,2,1,3,3,,2,,,2,2,3,,4,1,,2,4,,,2,,,2,,,,,,2,,5,5,1,4,2,2,2,2,2,2,201901007,13
44.31283137,2,1,1,1,3,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,3,1,1,3,1,1,2,2,3,2,1,1,1,1,2,1,1,1,2,1,3,1,2,1,2,2,2,1,1,201901007,13
44.31283137,2,1,1,1,3,2,1,,,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,2,3,2,1,3,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,3,2,1,1,1,1,1,4,1,2,3,3,1,2,1,1,1,201901007,13
44.31283137,2,1,1,1,4,2,1,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,3,2,2,2,1,2,1,2,1,1,1,2,2,2,3,1,1,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,3,201901007,13
44.31283137,2,1,1,2,4,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,4,5,1,3,1,5,3,3,2,3,2,3,1,1,1,3,1,8,3,1,2,1,2,1,3,4,1,2,2,2,1,1,4,2,4,3,2,3,4,2,1,1,2,2,201901007,13
44.31283137,2,1,1,3,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,2,3,2,2,3,1,1,1,1,1,8,3,1,2,1,1,2,1,3,3,3,2,2,1,2,3,3,4,3,2,3,3,1,1,1,2,3,201901007,13
44.31283137,2,1,1,3,3,1,2,2,3,2,2,3,4,2,2,2,2,2,,1,3,1,1,3,3,2,4,2,1,2,1,2,2,2,1,1,1,1,2,2,4,3,2,2,3,3,3,3,2,2,1,2,3,2,5,5,1,4,2,2,2,2,2,2,201901007,13
44.31283137,3,1,1,1,3,2,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,1,1,3,1,1,2,1,3,1,1,4,2,1,4,3,1,1,2,1,2,1,1,3,1,1,2,2,2,2,1,1,2,2,1,2,1,4,2,2,2,2,2,2,201901007,13
44.31283137,3,1,1,1,4,,,,2,1,1,3,4,7,1,1,2,2,2,4,5,5,6,3,3,4,3,4,2,2,2,2,2,2,5,2,1,1,3,1,2,1,1,3,2,2,1,2,2,1,1,1,3,3,5,3,2,3,4,1,3,1,4,1,201901007,13
44.31283137,3,1,1,4,4,1,5,2,2,2,2,2,2,5,2,2,1,2,2,1,1,1,1,1,1,4,,2,2,2,1,3,1,2,1,1,3,2,1,,1,3,3,1,2,2,2,1,,,1,,,,3,2,1,2,2,1,2,2,1,1,201901007,13
44.31283137,3,1,1,7,3,2,1,,,2,2,1,1,1,2,2,1,1,1,1,4,5,1,3,1,5,3,3,2,3,2,3,1,1,1,3,1,8,,,1,1,1,1,3,4,1,2,2,2,1,2,4,2,4,3,2,3,4,2,1,2,2,2,201901007,13
44.31283137,3,1,1,7,4,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,5,4,1,2,1,1,4,1,1,1,1,1,2,2,1,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,4,4,201901007,13
44.31283137,4,1,1,1,4,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,5,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,2,3,2,1,1,3,3,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,2,2,2,3,3,201901007,13
44.31283137,4,1,1,1,4,2,1,1,1,2,2,2,2,1,2,2,2,2,,5,1,5,1,3,6,2,3,2,2,2,1,2,1,2,1,1,1,2,3,1,2,1,2,2,1,1,3,2,2,2,1,1,1,1,2,4,2,,,1,2,,2,1,201901007,13
44.31283137,4,1,1,2,4,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,1,1,6,3,6,3,3,2,2,3,2,3,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,2,2,1,2,3,3,4,3,2,3,3,1,1,1,2,3,201901007,13
44.31283137,4,1,1,3,4,1,5,2,2,2,2,1,1,5,2,2,3,1,3,4,5,3,4,3,3,4,2,4,2,2,1,1,2,1,1,2,1,8,3,1,2,1,2,1,2,2,2,1,1,2,1,1,3,2,2,,,4,1,2,3,1,2,2,201901007,13
44.31283137,4,1,1,3,4,1,5,2,2,2,2,1,1,5,2,2,3,3,3,4,5,3,4,3,3,4,2,4,2,2,1,1,2,2,1,1,1,8,2,1,1,2,2,3,2,1,2,,1,,,2,1,,1,2,3,2,1,1,1,2,1,1,201901007,13
44.31283137,4,1,1,3,4,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,3,1,2,3,2,2,5,1,4,1,1,1,1,1,8,2,1,1,2,1,1,2,2,1,1,2,2,3,2,1,1,5,1,2,2,3,,1,2,3,3,201901007,13
44.31283137,5,1,1,1,4,2,1,1,1,,,1,1,1,2,2,3,4,2,3,1,1,1,1,1,5,2,5,6,,1,4,1,1,1,1,1,2,2,1,1,3,1,3,1,4,1,3,2,2,2,1,3,1,3,3,2,3,1,1,1,2,,1,201901007,13
48.39071824,1,,2,1,4,,1,,,,,2,1,1,2,2,1,2,2,1,1,1,1,1,2,1,4,1,1,2,2,1,2,2,1,1,1,8,3,2,3,2,1,3,3,1,3,3,2,2,1,2,3,1,4,3,1,1,3,2,1,,2,1,201901007,13
49.75475803,1,,1,1,3,2,1,1,1,2,2,1,1,1,2,2,2,2,1,1,2,2,1,5,3,5,3,2,1,2,2,4,1,1,1,1,1,8,2,1,3,2,2,3,1,1,1,3,2,2,1,1,1,2,5,2,2,3,1,1,1,1,3,3,201901007,13
49.75475803,3,1,1,1,3,,,,,,,,3,,,,,,,,,2,2,1,,2,2,,2,1,1,1,1,1,,,1,1,1,2,1,1,1,,,3,2,2,2,,2,2,,,1,1,2,,2,2,3,1,1,4,201901007,13
54.33343802,2,1,2,1,3,1,3,2,3,2,2,1,2,7,2,2,2,4,3,3,4,2,1,3,4,2,2,1,3,1,1,4,1,1,5,2,1,2,2,1,2,1,2,1,2,2,1,2,2,1,1,2,3,1,1,3,2,1,3,1,1,1,1,2,201901007,13
54.33343802,2,1,2,1,3,1,5,2,2,1,1,3,2,5,2,2,2,2,2,2,5,5,4,3,6,2,3,3,4,3,1,3,2,1,4,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,4,4,3,1,1,2,1,1,1,2,201901007,13
54.33343802,3,1,2,3,1,1,3,5,6,1,1,3,5,5,1,1,2,1,2,2,1,1,1,7,3,1,3,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,3,3,,,3,3,2,3,3,1,3,2,2,2,201901007,13
54.33343802,3,1,2,3,1,,,,,2,2,1,1,1,2,2,2,2,2,1,1,1,1,3,6,2,3,2,2,2,1,3,2,1,1,1,2,2,2,1,1,1,2,3,1,4,1,3,2,2,1,1,1,2,5,4,4,3,1,1,3,1,2,2,201901007,13
54.33343802,4,1,,2,3,1,4,2,5,2,2,4,8,2,2,2,3,4,3,3,5,3,2,2,2,5,2,5,2,5,1,3,1,1,2,2,2,2,2,1,,2,2,1,2,2,2,2,1,2,3,3,3,1,2,2,2,3,3,1,1,1,1,1,201901007,13
54.33343802,4,1,2,1,3,,,1,1,2,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,2,3,3,1,2,1,2,2,2,1,1,1,2,2,1,1,1,3,2,2,1,1,1,2,2,1,1,1,2,4,2,2,2,2,1,2,1,2,2,201901007,13
54.33343802,4,1,2,1,4,1,5,3,6,1,1,4,2,3,1,1,3,3,3,4,4,4,2,2,2,4,2,4,5,4,2,3,1,2,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,3,3,3,2,3,2,2,1,3,1,1,1,3,3,201901007,13
54.33343802,4,1,2,2,3,2,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,2,1,1,,,2,1,1,2,3,1,2,2,3,3,2,2,1,1,1,1,5,1,4,2,1,1,2,1,3,3,201901007,13
54.33343802,4,1,2,4,2,1,6,2,3,2,2,1,1,2,2,2,3,4,4,5,2,1,3,5,2,2,2,1,2,2,1,1,2,2,1,3,1,2,1,1,1,3,2,3,1,3,3,3,2,2,3,2,3,3,1,3,2,2,3,2,2,1,1,2,201901007,13
54.33343802,4,1,2,7,3,1,6,2,3,2,2,1,1,5,2,2,3,3,3,4,4,2,3,5,4,2,1,2,2,2,1,4,1,1,5,3,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,1,4,3,4,1,2,3,1,1,1,1,1,3,201901007,13
54.33343802,5,1,2,1,4,1,6,2,2,2,2,3,2,7,2,2,2,3,2,3,1,1,3,3,3,2,3,2,2,2,1,3,2,2,5,3,1,1,2,1,3,3,2,2,2,1,1,2,2,2,1,2,3,3,5,3,2,3,4,1,1,1,2,1,201901007,13
54.33343802,5,1,2,1,4,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,1,2,1,2,1,2,2,1,3,1,8,2,1,2,2,1,1,2,2,2,2,2,2,1,1,3,2,5,2,1,3,3,1,2,1,2,3,201901007,13
54.33343802,5,1,2,2,4,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,3,1,5,2,5,2,1,1,4,1,1,1,1,1,2,2,1,2,2,3,1,2,2,2,3,2,1,4,1,1,1,4,3,4,3,4,1,1,1,1,1,201901007,13
54.33343802,5,1,2,3,3,1,6,2,5,1,2,4,8,2,2,2,3,3,3,3,2,2,5,4,4,5,2,5,2,5,1,3,2,2,4,1,2,2,2,1,1,2,2,1,2,1,1,3,2,2,3,1,4,3,1,3,2,3,4,1,1,1,1,1,201901007,13
54.33343802,6,1,2,1,3,2,1,1,1,,,1,1,2,2,2,1,2,2,2,5,5,1,3,6,2,2,2,1,1,2,1,2,2,1,1,1,8,2,2,1,3,2,1,2,2,2,1,2,2,1,1,3,2,5,3,2,3,2,1,3,1,1,2,201901007,13
54.33343802,6,1,2,1,4,2,1,1,1,2,2,1,2,1,1,1,2,2,1,5,2,3,1,3,1,2,3,1,2,1,1,2,1,1,1,3,1,1,3,1,3,1,1,1,2,2,3,3,2,2,2,1,2,2,3,2,1,3,2,2,1,,2,3,201901007,13
54.33343802,6,1,2,2,2,1,6,2,2,1,1,3,2,5,2,2,2,3,2,4,3,3,6,3,6,5,3,5,2,5,1,4,1,1,5,3,1,1,2,1,1,2,1,1,2,2,2,1,2,2,1,1,1,1,3,3,2,3,3,1,2,1,3,2,201901007,13
66.16171213,3,,3,3,3,,1,1,1,1,2,2,1,2,,2,1,1,1,2,3,1,2,3,5,,4,1,2,3,,,,1,2,,1,2,3,1,2,,1,2,,1,2,3,,,,1,2,3,1,2,3,1,4,,1,,3,1,201901007,13
27.88230657,2,2,2,2,3,1,3,1,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,2,3,2,3,1,2,3,1,1,1,1,1,1,2,1,2,3,1,1,2,2,1,3,1,2,1,1,4,1,5,1,1,3,4,1,1,1,4,3,201901007,14
27.88230657,3,2,2,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,3,1,3,3,4,6,3,2,,1,1,1,3,1,1,2,1,1,1,2,1,2,2,2,2,1,2,1,1,4,2,5,2,2,3,4,2,1,1,3,3,201901007,14
27.88230657,3,2,2,1,3,2,1,1,1,2,2,1,1,1,2,2,1,1,1,7,1,2,1,1,1,1,1,1,1,1,2,3,2,2,1,3,1,8,2,2,2,1,3,2,1,1,1,2,2,2,1,1,3,1,4,1,1,3,3,2,1,1,3,3,201901007,14
27.88230657,3,2,2,2,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,5,3,2,1,4,1,2,1,1,1,2,2,1,2,2,1,1,2,2,1,3,2,2,1,1,1,2,5,3,2,3,4,1,1,1,3,3,201901007,14
27.88230657,3,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2,3,3,1,1,5,5,1,3,6,4,3,4,6,4,2,3,1,1,1,3,1,8,2,1,2,1,3,1,2,4,3,2,2,2,3,3,1,3,5,1,2,2,3,2,1,1,3,3,201901007,14
27.88230657,3,2,2,2,3,1,5,2,2,2,,2,2,2,2,2,3,2,3,4,2,2,1,3,6,1,3,5,3,2,1,4,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,3,2,2,1,1,4,1,1,1,2,3,4,1,1,1,3,3,201901007,14
27.88230657,3,2,2,2,3,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,1,1,1,2,4,2,1,1,1,1,1,2,1,2,1,3,1,2,2,2,3,2,2,1,1,1,2,5,3,,3,4,2,1,1,3,3,201901007,14
27.88230657,3,2,2,2,3,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,3,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,3,2,2,1,1,3,1,4,3,1,2,1,1,1,1,3,3,201901007,14
27.88230657,3,2,2,3,3,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,5,1,1,3,1,1,3,1,3,1,2,1,1,1,1,1,1,8,2,1,2,1,3,2,1,1,3,3,2,2,1,1,1,2,1,3,1,3,2,2,2,2,3,3,201901007,14
27.88230657,3,2,2,3,3,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,3,2,2,1,1,1,8,2,2,3,1,3,1,1,1,1,3,2,2,1,1,3,3,5,3,1,3,3,1,1,1,2,2,201901007,14
27.88230657,4,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,3,2,2,2,2,3,2,2,1,1,1,1,2,1,2,2,2,1,1,1,2,3,2,2,2,2,2,2,5,1,1,3,3,2,1,1,3,3,201901007,14
27.88230657,4,2,2,1,4,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,3,1,2,3,2,2,2,1,3,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,4,3,5,1,2,3,3,1,1,1,3,3,201901007,14
27.88230657,4,2,2,1,4,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,,5,1,1,1,2,3,2,2,2,2,3,2,2,1,1,1,2,2,2,3,1,1,2,1,1,1,3,2,2,2,2,2,2,5,3,1,4,2,2,2,1,3,3,201901007,14
27.88230657,4,2,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,2,1,4,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,4,2,5,1,2,3,4,1,1,1,3,4,201901007,14
27.88230657,5,2,2,1,3,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,5,3,2,1,4,1,1,1,1,2,1,2,1,1,1,2,3,2,2,2,3,1,2,1,1,3,3,4,3,2,3,3,1,1,1,4,4,201901007,14
27.88230657,5,2,2,2,3,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,3,2,3,2,1,4,1,1,1,1,1,3,2,1,2,1,3,1,1,2,2,1,2,2,1,1,4,1,5,3,2,3,4,1,1,1,2,2,201901007,14
27.88230657,5,2,2,7,4,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,3,1,1,1,1,1,2,1,2,3,3,3,1,2,1,1,3,2,2,1,2,3,3,4,3,2,3,3,1,1,1,3,3,201901007,14
39.33735557,6,1,1,1,3,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,5,3,5,5,5,1,4,1,1,1,1,1,1,1,1,1,2,1,3,2,2,2,3,1,1,1,3,2,,1,5,,2,2,1,1,1,4,1,201901007,14
42.95737444,2,1,2,2,1,1,4,2,3,2,2,3,6,5,1,1,3,3,3,7,5,5,3,3,3,2,3,2,2,2,2,3,1,2,5,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,4,3,1,1,4,3,2,2,4,2,1,1,4,4,201901007,14
42.95737444,3,1,2,1,2,1,1,,,,,1,2,2,,,2,2,2,3,5,4,6,5,6,2,3,3,2,5,2,4,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,3,2,1,1,1,4,1,5,1,2,3,4,1,3,1,3,3,201901007,14
42.95737444,3,1,2,1,4,2,1,1,1,2,2,1,1,1,2,2,2,1,2,2,5,5,1,3,6,5,2,5,4,4,2,4,1,1,1,3,1,2,2,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,5,3,1,4,4,1,1,1,3,3,201901007,14
42.95737444,3,1,2,3,3,1,4,2,2,1,2,4,4,5,1,1,2,2,2,6,5,3,5,5,6,2,3,2,2,2,2,3,1,1,1,1,2,1,2,1,1,3,2,1,1,2,1,2,2,1,1,1,3,1,2,1,2,3,3,1,1,1,2,2,201901007,14
42.95737444,4,1,2,2,2,1,5,3,2,2,2,2,1,8,2,2,3,3,3,6,5,5,5,3,6,5,2,5,6,5,1,3,2,2,5,1,1,2,2,1,1,2,2,1,2,4,2,3,2,2,1,1,1,3,4,1,2,3,1,1,3,1,3,3,201901007,14
42.95737444,4,1,2,2,3,1,5,2,3,2,2,2,2,5,2,2,3,3,3,3,5,5,5,3,6,1,1,2,3,2,2,1,1,1,5,1,1,1,2,1,2,2,2,1,2,2,2,3,2,2,1,2,2,2,4,1,2,3,3,1,1,1,3,3,201901007,14
42.95737444,4,1,2,2,4,1,3,1,1,2,2,1,1,5,2,2,2,2,2,1,1,1,1,1,3,2,3,2,3,5,2,3,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,,3,2,1,4,1,1,1,2,2,2,2,201901007,14
42.95737444,4,1,2,3,3,1,6,1,1,2,2,1,2,5,1,1,3,2,3,2,3,3,3,3,4,4,3,3,3,3,2,3,2,2,5,2,5,1,2,1,1,3,2,1,2,2,3,3,2,2,3,2,4,1,4,1,2,3,3,1,1,1,3,3,201901007,14
42.95737444,5,1,2,2,3,1,6,3,4,2,2,1,4,7,2,2,3,4,3,6,2,3,2,5,3,5,2,5,6,5,1,4,1,1,4,2,6,2,2,1,2,2,1,1,1,2,2,2,2,2,2,3,1,2,2,1,3,1,1,2,1,2,2,3,201901007,14
42.95737444,5,1,2,2,3,2,1,1,1,1,2,3,1,5,1,1,2,3,3,4,1,2,6,3,3,5,2,5,4,4,2,3,1,2,5,1,1,2,3,1,2,2,2,1,2,1,2,2,2,,2,3,4,1,1,1,4,3,3,2,1,2,3,3,201901007,14
42.95737444,5,1,2,2,4,1,6,2,2,2,2,1,1,5,1,1,2,3,2,4,5,5,3,3,6,2,2,2,5,1,2,3,1,1,5,3,2,2,2,1,3,2,1,2,2,3,2,3,2,2,1,2,2,2,4,3,2,3,2,1,1,1,3,3,201901007,14
58.73302866,2,1,3,1,2,1,3,2,3,,1,4,1,1,2,,2,3,3,2,2,1,3,2,,,,3,,,1,2,1,1,,,4,1,2,1,2,2,2,1,2,1,2,1,1,1,3,1,2,1,2,1,2,3,3,,2,1,3,3,201901007,14
19.32197087,4,2,4,4,1,,2,,,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,8,3,1,3,1,1,3,2,3,2,3,2,2,1,2,1,3,4,3,2,3,4,1,3,1,3,3,201901008,15
19.32197087,4,2,4,4,4,2,1,1,1,2,2,1,1,1,1,2,1,2,3,1,1,5,1,1,1,5,3,4,3,3,1,3,1,1,1,1,,2,1,2,3,1,2,1,2,2,2,2,2,2,1,1,2,3,5,3,2,3,4,2,1,1,1,1,201901008,15
19.32197087,4,2,4,5,1,1,5,2,2,2,2,2,2,2,1,1,3,3,3,4,5,5,6,3,6,2,2,4,2,2,1,4,1,1,4,1,3,2,2,1,2,1,1,1,2,1,2,2,2,2,1,1,3,2,5,3,2,3,4,1,1,1,3,2,201901008,15
19.32197087,5,2,4,2,3,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,5,3,1,2,2,1,3,1,1,1,1,1,8,2,1,2,3,3,2,2,2,3,2,2,2,2,2,2,3,4,3,1,3,3,2,1,1,1,1,201901008,15
